Label,Accuracy,Precision,Recall,F1 Score,ROC AUC
Logistic Regression - Node Information,0.7280868902439024,0.748546511627907,0.6869283536585366,0.7164149443561209,0.7280868902439025
Logistic Regression - Node Information,0.7088414634146342,0.7759315206445115,0.5872713414634146,0.6685466377440347,0.7088414634146342
,0.7088414634146342,0.7759315206445115,0.5872713414634146,0.6685466377440347,0.7088414634146342
